product_id,sku,product_name,brand,category_id,unit_price,unit_cost,weight_kg,is_active,launch_date
50,SKU-00050,Apple Smartphone 90NF,Apple,3,1542.83,894.35,5.77,False,2023-07-13
51,SKU-00051,Google Smartphone 99HU,Google,3,541.01,252.65,13.39,True,2026-02-09
52,SKU-00052,Xiaomi Smartphone 35PQ,Xiaomi,3,1346.79,692.03,9.09,True,2023-06-01
53,SKU-00053,Samsung Smartphone 47UW,Samsung,3,494.92,245.33,5.89,True,2026-02-11
54,SKU-00054,OnePlus Smartphone 07NK,OnePlus,3,1304.91,785.75,13.8,True,2026-06-01
55,SKU-00055,Xiaomi Smartphone 18NG,Xiaomi,3,53.4,25.0,8.51,False,2022-10-05
56,SKU-00056,OnePlus Smartphone 51PX,OnePlus,3,248.58,121.43,0.85,True,2022-11-10
57,SKU-00057,Samsung Smartphone 78TT,Samsung,3,821.19,370.56,13.21,True,2024-06-29
58,SKU-00058,OnePlus Smartphone 80QJ,OnePlus,3,457.83,171.49,0.39,True,2022-12-06
59,SKU-00059,Google Smartphone 12QH,Google,3,407.48,151.01,14.36,False,2025-11-19
60,SKU-00060,Apple Smartphone 82RS,Apple,3,1709.55,700.59,0.4,True,2024-06-17
61,SKU-00061,Samsung Smartphone 53RO,Samsung,3,855.04,328.61,14.22,True,2025-09-13
62,SKU-00062,Google Smartphone 87QD,Google,3,1381.58,553.1,9.15,True,2021-11-23
63,SKU-00063,Apple Smartphone 64CA,Apple,3,1401.14,559.24,4.73,True,2023-02-07
64,SKU-00064,Google Smartphone 24KV,Google,3,1038.56,646.41,5.69,True,2023-08-24
65,SKU-00065,Samsung Smartphone 68AH,Samsung,3,141.41,78.79,9.45,True,2021-10-23
66,SKU-00066,Google Budget Phone 28CX,Google,3,1531.28,811.77,1.9,True,2024-05-07
67,SKU-00067,Apple Budget Phone 26IC,Apple,3,628.23,300.62,5.62,True,2022-12-23
68,SKU-00068,Google Budget Phone 05NR,Google,3,27.71,13.19,7.4,True,2022-09-06
69,SKU-00069,Google Budget Phone 15XJ,Google,3,1145.88,685.94,10.64,True,2025-11-09
70,SKU-00070,Xiaomi Budget Phone 69VJ,Xiaomi,3,1738.03,749.13,12.14,True,2026-01-24
71,SKU-00071,OnePlus Budget Phone 32ZZ,OnePlus,3,839.45,501.76,8.93,True,2022-04-27
72,SKU-00072,Samsung Budget Phone 60LV,Samsung,3,1496.16,562.55,13.24,True,2026-01-22
73,SKU-00073,OnePlus Budget Phone 63RK,OnePlus,3,1027.88,565.8,5.11,True,2025-05-16
74,SKU-00074,Google Budget Phone 16CE,Google,3,331.4,137.08,11.99,True,2022-07-19
75,SKU-00075,Xiaomi Budget Phone 75TY,Xiaomi,3,1263.62,547.0,0.25,True,2025-10-16
76,SKU-00076,Apple Budget Phone 30QM,Apple,3,438.23,206.81,8.37,True,2023-06-05
77,SKU-00077,OnePlus Budget Phone 41XR,OnePlus,3,1164.4,578.99,11.91,True,2023-03-11
78,SKU-00078,Samsung Flagship Phone 86RI,Samsung,3,730.9,309.16,9.99,True,2023-02-03
79,SKU-00079,Xiaomi Flagship Phone 01QL,Xiaomi,3,958.0,457.59,11.21,True,2024-05-03
80,SKU-00080,OnePlus Flagship Phone 40GM,OnePlus,3,491.29,209.01,1.9,True,2023-08-10
81,SKU-00081,Apple Flagship Phone 56MG,Apple,3,1338.47,850.28,10.38,True,2022-01-05
82,SKU-00082,OnePlus Flagship Phone 93QC,OnePlus,3,501.32,264.13,11.43,True,2024-12-23
83,SKU-00083,Apple Flagship Phone 08ZI,Apple,3,1499.57,658.12,5.48,True,2024-11-13
84,SKU-00084,Xiaomi Flagship Phone 35BE,Xiaomi,3,232.22,84.45,0.91,True,2026-03-07
85,SKU-00085,Samsung Flagship Phone 59UQ,Samsung,3,1149.98,662.2,1.63,False,2025-09-04
86,SKU-00086,Google Tablet 48TQ,Google,3,847.57,408.65,2.85,False,2023-06-24
87,SKU-00087,OnePlus Tablet 64JI,OnePlus,3,209.79,77.54,7.43,True,2022-05-24
88,SKU-00088,Apple Tablet 62NK,Apple,3,277.35,164.56,14.24,True,2022-12-09
89,SKU-00089,Samsung Tablet 80TS,Samsung,3,217.62,126.07,9.13,True,2022-06-27
90,SKU-00090,Samsung Tablet 99PU,Samsung,3,1397.37,648.54,13.64,True,2023-10-05
91,SKU-00091,Xiaomi Tablet 73GE,Xiaomi,3,1782.11,787.0,9.35,True,2025-05-28
92,SKU-00092,Apple Tablet 21SG,Apple,3,1705.92,703.41,3.24,True,2024-10-02
93,SKU-00093,Samsung Tablet 95FW,Samsung,3,435.56,224.57,2.43,True,2022-08-11
94,SKU-00094,Xiaomi Tablet 43ZM,Xiaomi,3,848.49,305.28,4.39,True,2022-03-04
95,SKU-00095,OnePlus Tablet 03EN,OnePlus,3,132.77,55.77,4.04,True,2025-09-07
96,SKU-00096,Xiaomi E-reader 17AO,Xiaomi,3,1191.82,750.97,6.43,True,2024-04-24
97,SKU-00097,Samsung E-reader 67ZP,Samsung,3,1635.6,978.07,1.16,True,2022-03-04
98,SKU-00098,Google E-reader 01XB,Google,3,1073.1,640.93,13.83,True,2022-07-12
99,SKU-00099,OnePlus E-reader 87DJ,OnePlus,3,1241.18,694.96,14.15,True,2022-09-06
100,SKU-00100,OnePlus E-reader 17IZ,OnePlus,3,790.78,418.65,13.35,True,2023-10-04
101,SKU-00101,JBL USB-C Cable 88MU,JBL,4,454.41,171.49,14.43,True,2026-03-09
102,SKU-00102,JBL USB-C Cable 79UG,JBL,4,1058.89,377.2,11.49,True,2023-07-27
103,SKU-00103,JBL USB-C Cable 87KV,JBL,4,77.22,44.55,7.11,True,2025-09-28
104,SKU-00104,Apple USB-C Cable 74WP,Apple,4,330.77,173.85,9.56,True,2025-08-20
105,SKU-00105,Anker USB-C Cable 48FO,Anker,4,848.67,401.0,4.88,True,2022-08-19
106,SKU-00106,Belkin USB-C Cable 71TS,Belkin,4,597.0,333.19,4.39,True,2022-08-10
107,SKU-00107,JBL USB-C Cable 55IF,JBL,4,70.87,26.68,3.86,True,2022-02-15
108,SKU-00108,Samsung USB-C Cable 36SJ,Samsung,4,1557.51,930.58,0.12,True,2024-12-19
109,SKU-00109,Samsung USB-C Cable 16AV,Samsung,4,746.78,303.4,5.49,True,2024-02-24
110,SKU-00110,Samsung USB-C Cable 60NA,Samsung,4,1369.18,562.83,8.28,True,2023-05-20
111,SKU-00111,Samsung USB-C Cable 90WK,Samsung,4,1586.12,785.79,0.53,True,2023-05-03
112,SKU-00112,Belkin USB-C Cable 05TW,Belkin,4,1279.06,566.91,0.3,True,2023-05-21
113,SKU-00113,Belkin USB-C Cable 68VV,Belkin,4,1786.1,1114.31,6.98,True,2024-03-01
114,SKU-00114,Belkin USB-C Cable 93FO,Belkin,4,899.58,508.25,7.68,True,2022-10-19
115,SKU-00115,Samsung USB-C Cable 70YV,Samsung,4,1764.54,746.61,8.31,True,2024-10-12
116,SKU-00116,JBL USB-C Cable 62DI,JBL,4,917.29,563.03,12.97,True,2026-05-04
117,SKU-00117,Samsung USB-C Cable 80ZL,Samsung,4,615.08,360.63,4.08,False,2024-04-04
118,SKU-00118,Apple USB-C Cable 01PB,Apple,4,1508.27,790.3,9.93,True,2022-02-10
119,SKU-00119,Samsung USB-C Cable 72DQ,Samsung,4,971.75,440.72,8.32,True,2023-05-01
120,SKU-00120,Samsung USB-C Cable 37UV,Samsung,4,1679.47,1025.96,14.71,True,2025-03-29
121,SKU-00121,Samsung USB-C Cable 64WA,Samsung,4,424.24,247.19,0.75,True,2022-09-11
122,SKU-00122,Samsung USB-C Cable 17BV,Samsung,4,698.01,383.28,12.33,True,2024-02-18
123,SKU-00123,Samsung USB-C Cable 53PE,Samsung,4,1736.86,673.68,14.48,True,2025-05-05
124,SKU-00124,Anker USB-C Cable 00PM,Anker,4,1574.17,758.89,7.94,True,2025-08-19
125,SKU-00125,Belkin USB-C Cable 92PI,Belkin,4,740.91,404.86,2.4,True,2023-10-21
126,SKU-00126,Apple Wireless Charger 19ND,Apple,4,612.72,341.78,9.78,True,2024-12-06
127,SKU-00127,JBL Wireless Charger 52MM,JBL,4,687.12,305.77,10.81,True,2026-04-03
128,SKU-00128,JBL Wireless Charger 12TG,JBL,4,69.44,25.73,9.5,True,2024-04-30
129,SKU-00129,Belkin Wireless Charger 49RY,Belkin,4,1345.45,646.07,1.57,True,2023-06-02
130,SKU-00130,Anker Wireless Charger 31LS,Anker,4,801.4,447.34,13.56,False,2025-08-03
131,SKU-00131,Anker Wireless Charger 31SX,Anker,4,531.6,245.84,2.27,True,2022-12-10
132,SKU-00132,JBL Wireless Charger 91YK,JBL,4,1228.83,496.47,2.71,True,2025-05-07
133,SKU-00133,Samsung Wireless Charger 58BQ,Samsung,4,1117.38,471.81,13.7,True,2023-04-16
134,SKU-00134,Samsung Wireless Charger 85AA,Samsung,4,1150.04,561.07,10.04,True,2025-07-19
135,SKU-00135,Samsung Wireless Charger 16XO,Samsung,4,1622.67,897.8,2.45,True,2025-11-22
136,SKU-00136,Apple Wireless Charger 72BL,Apple,4,1777.83,781.79,14.43,True,2025-02-07
137,SKU-00137,Samsung Wireless Charger 49ZI,Samsung,4,1522.32,623.79,5.83,True,2025-04-23
138,SKU-00138,Belkin Wireless Charger 76UL,Belkin,4,689.55,315.6,4.51,True,2022-10-11
139,SKU-00139,Anker Wireless Charger 31RC,Anker,4,1760.41,963.77,4.19,True,2022-08-27
140,SKU-00140,Anker Wireless Charger 79NQ,Anker,4,1639.56,940.37,12.51,True,2023-05-01
141,SKU-00141,Belkin Phone Case 07UL,Belkin,4,1094.68,498.84,9.59,True,2023-11-15
142,SKU-00142,Belkin Phone Case 54VR,Belkin,4,1132.71,703.44,9.73,True,2025-11-02
143,SKU-00143,Samsung Phone Case 48AH,Samsung,4,64.89,29.81,2.06,True,2026-03-06
144,SKU-00144,Apple Phone Case 13UA,Apple,4,1346.73,542.32,2.07,True,2023-11-17
145,SKU-00145,Apple Phone Case 37PT,Apple,4,957.88,597.76,12.47,True,2023-11-21
146,SKU-00146,Samsung Phone Case 01SO,Samsung,4,1741.45,763.7,13.07,True,2023-06-16
147,SKU-00147,Samsung Phone Case 34QL,Samsung,4,1733.39,679.88,14.5,True,2023-04-13
148,SKU-00148,Samsung Phone Case 88WB,Samsung,4,1741.25,1029.73,5.55,True,2026-06-02
149,SKU-00149,Anker Phone Case 85WS,Anker,4,479.7,185.68,5.59,True,2023-09-14
150,SKU-00150,Apple Phone Case 44OH,Apple,4,1054.29,629.12,14.11,True,2025-01-15
151,SKU-00151,Belkin Phone Case 51VI,Belkin,4,851.3,456.18,14.15,True,2026-03-11
152,SKU-00152,JBL Phone Case 23NV,JBL,4,402.35,148.45,12.38,True,2023-11-09
153,SKU-00153,Apple Phone Case 98MS,Apple,4,1170.38,450.6,0.78,False,2026-05-04
154,SKU-00154,Samsung Phone Case 34OX,Samsung,4,213.44,89.74,8.11,True,2022-05-01
155,SKU-00155,Apple Phone Case 08IR,Apple,4,1208.52,692.41,14.2,True,2021-08-30
156,SKU-00156,Belkin Phone Case 08SS,Belkin,4,1594.32,871.26,12.52,True,2026-02-26
157,SKU-00157,Apple Phone Case 71AK,Apple,4,63.73,29.39,6.71,True,2022-11-09
158,SKU-00158,Apple Phone Case 77VL,Apple,4,183.34,101.88,8.21,True,2026-04-06
159,SKU-00159,Apple Phone Case 47HE,Apple,4,113.69,49.2,14.53,True,2023-06-10
160,SKU-00160,Samsung Phone Case 19OR,Samsung,4,169.55,70.13,9.63,True,2021-09-13
161,SKU-00161,Anker Phone Case 29TF,Anker,4,1417.3,599.62,1.98,True,2026-05-28
162,SKU-00162,Anker Phone Case 18WA,Anker,4,1494.52,771.56,8.84,True,2024-06-19
163,SKU-00163,Belkin Phone Case 93XH,Belkin,4,594.76,234.49,13.52,False,2023-05-03
164,SKU-00164,Belkin Phone Case 74LB,Belkin,4,1777.61,910.25,12.0,True,2022-12-17
165,SKU-00165,Anker Phone Case 90NV,Anker,4,241.59,110.52,11.85,True,2021-12-06
166,SKU-00166,Anker Phone Case 33QQ,Anker,4,317.77,116.21,11.15,True,2021-11-03
167,SKU-00167,Anker Phone Case 32JE,Anker,4,859.86,501.65,7.75,True,2022-03-20
168,SKU-00168,JBL Phone Case 67SM,JBL,4,402.68,215.25,10.94,True,2023-10-14
169,SKU-00169,JBL Phone Case 03ST,JBL,4,546.43,296.71,0.56,True,2022-11-06
170,SKU-00170,Samsung Phone Case 71RO,Samsung,4,770.16,294.5,10.71,True,2026-01-20
171,SKU-00171,Anker Screen Protector 93BH,Anker,4,583.19,230.07,1.98,True,2024-02-27
172,SKU-00172,JBL Screen Protector 24JE,JBL,4,989.3,442.77,14.92,True,2021-09-24
173,SKU-00173,Samsung Screen Protector 49VK,Samsung,4,912.46,437.12,11.92,True,2026-01-16
174,SKU-00174,JBL Screen Protector 71DS,JBL,4,1298.91,538.41,6.83,True,2022-12-15
175,SKU-00175,Apple Screen Protector 64GI,Apple,4,1490.22,699.84,10.97,True,2023-11-27
176,SKU-00176,Apple Screen Protector 19CB,Apple,4,1198.87,554.23,2.37,True,2025-02-08
177,SKU-00177,Anker Screen Protector 94BF,Anker,4,168.75,63.38,6.53,True,2022-07-31
178,SKU-00178,Apple Screen Protector 99BW,Apple,4,1462.13,755.79,8.84,True,2024-10-18
179,SKU-00179,Apple Screen Protector 49CW,Apple,4,1207.67,571.52,13.12,True,2025-03-20
180,SKU-00180,Samsung Screen Protector 78PC,Samsung,4,1563.23,885.29,14.53,True,2026-01-06
181,SKU-00181,Apple Screen Protector 29BO,Apple,4,190.96,95.9,2.41,True,2025-07-04
182,SKU-00182,Anker Screen Protector 17WA,Anker,4,633.45,327.42,1.81,True,2023-02-06
183,SKU-00183,Belkin Screen Protector 12VA,Belkin,4,1453.96,877.53,14.62,True,2024-11-26
184,SKU-00184,JBL Screen Protector 46WJ,JBL,4,1216.58,629.0,9.17,True,2021-08-14
185,SKU-00185,Apple Screen Protector 15QU,Apple,4,56.97,24.61,11.46,True,2022-01-05
186,SKU-00186,Apple Screen Protector 68AQ,Apple,4,15.96,9.75,8.54,True,2025-10-13
187,SKU-00187,Belkin Screen Protector 76DM,Belkin,4,1335.04,856.49,1.47,True,2024-01-11
188,SKU-00188,Samsung Screen Protector 97OC,Samsung,4,758.6,343.09,5.61,True,2025-03-27
189,SKU-00189,JBL Screen Protector 34JI,JBL,4,1075.22,661.26,2.42,True,2026-01-27
190,SKU-00190,Anker Screen Protector 77HB,Anker,4,1214.77,524.33,9.96,True,2026-04-20
191,SKU-00191,Samsung Headphones 93TK,Samsung,4,748.46,310.36,7.73,True,2022-12-27
192,SKU-00192,Anker Headphones 08AF,Anker,4,513.43,284.21,7.35,True,2022-07-23
193,SKU-00193,Anker Headphones 17HP,Anker,4,400.83,258.67,0.92,True,2025-08-06
194,SKU-00194,Belkin Headphones 74GT,Belkin,4,1382.39,800.75,4.41,True,2022-10-20
195,SKU-00195,Samsung Headphones 77PD,Samsung,4,1345.89,542.0,5.77,True,2024-03-11
196,SKU-00196,JBL Headphones 63MG,JBL,4,1007.91,554.77,5.38,True,2025-03-02
197,SKU-00197,Anker Headphones 21RX,Anker,4,788.01,384.49,1.26,True,2025-05-21
198,SKU-00198,Samsung Headphones 65YG,Samsung,4,1034.25,582.13,6.32,True,2022-10-09
199,SKU-00199,Anker Headphones 04UT,Anker,4,1739.33,698.45,14.22,True,2025-08-16
200,SKU-00200,Apple Headphones 97JC,Apple,4,163.19,98.46,3.73,True,2024-02-16
201,SKU-00201,Zara Men T-Shirt 55JW,Zara,6,146.17,89.33,11.21,True,2024-02-25
202,SKU-00202,Nike Men T-Shirt 75MS,Nike,6,142.1,76.73,8.01,True,2022-08-18
203,SKU-00203,Adidas Men T-Shirt 63XA,Adidas,6,635.22,404.93,9.72,True,2021-08-26
204,SKU-00204,Levi's Men T-Shirt 76YQ,Levi's,6,267.87,109.61,9.08,True,2025-05-25
205,SKU-00205,Levi's Men T-Shirt 27CI,Levi's,6,322.98,187.93,7.46,True,2023-12-12
206,SKU-00206,Zara Men T-Shirt 95GC,Zara,6,810.78,508.56,8.51,True,2021-12-07
207,SKU-00207,Zara Men T-Shirt 70UJ,Zara,6,585.16,375.26,4.81,True,2023-06-27
208,SKU-00208,Gap Men T-Shirt 21EY,Gap,6,798.76,352.13,4.19,False,2026-04-13
209,SKU-00209,Zara Men T-Shirt 59SZ,Zara,6,138.17,67.5,0.66,True,2024-09-07
210,SKU-00210,Adidas Men T-Shirt 58YU,Adidas,6,142.73,86.96,12.84,True,2024-07-27
211,SKU-00211,Zara Men T-Shirt 78CN,Zara,6,695.15,364.33,14.32,True,2021-10-11
212,SKU-00212,Levi's Men T-Shirt 43VF,Levi's,6,812.27,481.63,9.81,True,2023-08-09
213,SKU-00213,Gap Men T-Shirt 11CK,Gap,6,904.95,576.74,6.81,True,2024-11-26
214,SKU-00214,Adidas Men T-Shirt 00UY,Adidas,6,1768.38,663.67,9.73,False,2021-09-18
215,SKU-00215,Gap Men T-Shirt 55BJ,Gap,6,1783.82,904.79,9.19,True,2022-08-28
216,SKU-00216,Adidas Men T-Shirt 69RY,Adidas,6,700.41,407.88,10.22,False,2022-05-02
217,SKU-00217,Adidas Men T-Shirt 21NY,Adidas,6,123.31,46.65,10.21,True,2024-07-14
218,SKU-00218,Zara Men T-Shirt 37LJ,Zara,6,1572.54,707.66,8.78,True,2022-08-06
219,SKU-00219,Adidas Men T-Shirt 47QQ,Adidas,6,561.87,307.24,9.97,True,2021-06-25
220,SKU-00220,Levi's Men T-Shirt 74RI,Levi's,6,560.7,259.61,11.9,True,2022-03-23
221,SKU-00221,Zara Men T-Shirt 75LT,Zara,6,172.75,95.21,7.68,False,2024-08-18
222,SKU-00222,Adidas Men T-Shirt 64DT,Adidas,6,328.57,136.11,14.22,True,2022-06-06
223,SKU-00223,Nike Men T-Shirt 67GP,Nike,6,1799.96,713.65,4.51,True,2023-05-05
224,SKU-00224,Zara Men T-Shirt 59SS,Zara,6,1388.72,833.98,13.27,False,2022-11-29
225,SKU-00225,Adidas Men T-Shirt 64AK,Adidas,6,1578.13,844.95,9.0,True,2025-10-05
226,SKU-00226,Nike Men T-Shirt 09VF,Nike,6,1497.26,870.4,12.15,True,2025-08-07
227,SKU-00227,Gap Men T-Shirt 43MZ,Gap,6,83.43,38.32,10.82,True,2023-03-13
228,SKU-00228,Zara Men T-Shirt 39QR,Zara,6,516.45,296.73,6.79,True,2025-03-19
229,SKU-00229,Adidas Men T-Shirt 21OP,Adidas,6,1738.25,1017.42,13.57,True,2021-08-19
230,SKU-00230,Zara Men T-Shirt 70LX,Zara,6,1772.07,865.66,4.3,True,2025-02-05
231,SKU-00231,Zara Men Jeans 14UV,Zara,6,756.5,301.55,3.08,True,2023-07-07
232,SKU-00232,Adidas Men Jeans 32YI,Adidas,6,98.66,48.76,5.63,True,2025-10-26
233,SKU-00233,Zara Men Jeans 58GR,Zara,6,1532.84,667.58,11.47,True,2025-08-03
234,SKU-00234,Zara Men Jeans 47ZS,Zara,6,269.49,129.69,14.2,True,2025-03-02
235,SKU-00235,Gap Men Jeans 51DE,Gap,6,1592.91,1002.17,6.28,True,2022-02-20
236,SKU-00236,Adidas Men Jeans 36ZJ,Adidas,6,428.22,277.64,5.69,False,2023-04-07
237,SKU-00237,Levi's Men Jeans 60QI,Levi's,6,1511.32,823.65,11.89,True,2022-01-19
238,SKU-00238,Adidas Men Jeans 54LY,Adidas,6,1651.73,812.22,12.48,True,2025-07-19
239,SKU-00239,Gap Men Jeans 51RO,Gap,6,810.24,284.86,1.28,True,2023-10-17
240,SKU-00240,Nike Men Jeans 98UN,Nike,6,990.1,562.55,7.96,True,2022-07-17
241,SKU-00241,Adidas Men Jeans 17ST,Adidas,6,431.56,166.82,3.65,True,2024-09-06
242,SKU-00242,Zara Men Jeans 12CC,Zara,6,825.52,316.39,13.59,True,2022-12-16
243,SKU-00243,Levi's Men Jeans 71GP,Levi's,6,1139.36,595.33,10.81,True,2025-11-15
244,SKU-00244,Levi's Men Jeans 26DX,Levi's,6,1108.58,468.01,6.31,True,2024-10-14
245,SKU-00245,Levi's Men Jeans 86LV,Levi's,6,944.65,432.82,14.31,True,2025-01-25
246,SKU-00246,Zara Men Jeans 61FN,Zara,6,999.7,467.0,7.11,True,2023-06-23
247,SKU-00247,Adidas Men Jeans 40SX,Adidas,6,460.3,163.35,11.85,True,2022-07-09
248,SKU-00248,Levi's Men Jeans 73XG,Levi's,6,1389.84,792.98,5.05,False,2026-05-05
249,SKU-00249,Zara Men Jeans 58PW,Zara,6,612.69,332.59,12.47,True,2021-09-26
250,SKU-00250,Gap Men Jeans 43HD,Gap,6,1138.97,675.92,1.04,True,2021-11-22
251,SKU-00251,Gap Men Jacket 39BD,Gap,6,71.39,29.3,11.89,True,2025-05-15
252,SKU-00252,Adidas Men Jacket 32YK,Adidas,6,1680.4,847.96,14.84,True,2022-06-17
253,SKU-00253,Adidas Men Jacket 83LN,Adidas,6,70.73,38.48,4.36,True,2025-07-02
254,SKU-00254,Levi's Men Jacket 35XJ,Levi's,6,1559.11,700.94,1.95,True,2025-05-18
255,SKU-00255,Gap Men Jacket 90RJ,Gap,6,1339.24,828.17,5.86,True,2026-05-17
256,SKU-00256,Gap Men Jacket 84ZL,Gap,6,1247.26,573.99,11.98,True,2021-12-25
257,SKU-00257,Levi's Men Jacket 02AW,Levi's,6,1310.11,489.56,9.08,True,2025-05-21
258,SKU-00258,Zara Men Jacket 39UB,Zara,6,532.31,202.69,4.99,True,2022-04-22
259,SKU-00259,Gap Men Jacket 02VA,Gap,6,1086.71,519.27,10.38,True,2024-01-25
260,SKU-00260,Levi's Men Jacket 17CX,Levi's,6,1309.63,816.53,9.26,True,2023-03-31
261,SKU-00261,Levi's Men Jacket 91CG,Levi's,6,139.7,75.61,5.51,True,2022-07-17
262,SKU-00262,Nike Men Jacket 90UY,Nike,6,1715.26,673.81,9.15,True,2025-12-24
263,SKU-00263,Levi's Men Jacket 84DP,Levi's,6,231.58,97.45,9.71,True,2026-04-04
264,SKU-00264,Zara Men Jacket 07ZB,Zara,6,63.13,25.0,6.8,True,2024-11-12
265,SKU-00265,Gap Men Jacket 77EF,Gap,6,1374.74,717.86,7.99,True,2023-01-17
266,SKU-00266,Adidas Men Polo 21IR,Adidas,6,453.05,173.99,11.06,True,2024-07-22
267,SKU-00267,Gap Men Polo 98TU,Gap,6,1644.81,633.79,11.65,True,2023-05-04
268,SKU-00268,Nike Men Polo 98SD,Nike,6,1793.48,781.37,13.76,True,2023-12-18
269,SKU-00269,Levi's Men Polo 61YS,Levi's,6,248.63,92.54,2.67,True,2022-01-03
