return_id,order_item_id,order_id,product_id,return_date,return_qty,return_reason,refund_amount,restocked
124,2990,1410,390,2023-12-29,2,Wrong Item,3179.86,True
125,2991,1410,296,2023-12-19,2,Damaged in Transit,935.36,True
126,2992,1410,671,2023-12-22,2,Wrong Item,2724.44,True
127,3040,1429,412,2023-12-21,2,Damaged in Transit,2685.92,True
128,3049,1433,43,2023-08-14,4,Damaged in Transit,4376.36,False
129,3051,1434,408,2023-09-19,1,Damaged in Transit,952.67,False
130,3084,1450,1161,2024-12-21,5,Wrong Item,6167.1,False
131,3087,1452,587,2022-10-30,1,Changed Mind,312.14,True
132,3104,1460,434,2025-11-23,1,Size Issue,1606.5,True
133,3105,1460,725,2025-12-07,1,Changed Mind,416.53,True
134,3106,1460,139,2025-11-29,1,Size Issue,1606.69,False
135,3107,1460,1062,2025-11-13,2,Wrong Item,1760.75,True
136,3180,1495,579,2025-08-29,1,Damaged in Transit,1644.37,True
137,3181,1495,762,2025-08-31,2,Wrong Item,3166.1,True
138,3182,1495,159,2025-09-02,1,Defective,105.04,True
139,3183,1495,89,2025-08-08,2,Not as Described,414.29,True
140,3184,1495,23,2025-08-26,1,Not as Described,1569.14,True
141,3191,1498,243,2024-12-24,5,Size Issue,5680.98,False
142,3192,1498,191,2024-12-27,1,Wrong Item,711.88,False
143,3193,1498,77,2025-01-10,4,Defective,4302.3,False
144,3194,1498,802,2025-01-02,3,Changed Mind,2355.53,True
145,3260,1532,428,2025-12-08,2,Damaged in Transit,482.96,True
146,3277,1545,616,2025-11-10,2,Wrong Item,938.26,True
147,3279,1545,458,2025-11-06,1,Wrong Item,300.68,False
148,3435,1618,692,2025-04-02,1,Wrong Item,1212.21,True
149,3450,1627,1049,2026-01-03,1,Damaged in Transit,699.46,True
150,3451,1627,486,2025-12-24,2,Wrong Item,825.76,False
151,3452,1627,316,2025-12-24,2,Defective,2137.77,False
152,3461,1632,316,2024-09-15,3,Defective,3230.32,True
153,3462,1632,66,2024-09-12,2,Wrong Item,2976.18,True
154,3463,1632,370,2024-09-11,1,Changed Mind,1391.15,True
155,3510,1654,1132,2023-01-11,1,Defective,994.12,False
156,3512,1654,1168,2022-12-28,1,Defective,1388.09,True
157,3513,1654,740,2022-12-25,2,Defective,1060.55,True
158,3587,1687,10,2025-12-12,2,Changed Mind,163.68,True
159,3588,1687,708,2025-12-17,1,Duplicate Order,367.61,True
160,3589,1687,445,2025-11-25,1,Changed Mind,658.28,True
161,3590,1687,95,2025-12-20,4,Duplicate Order,495.81,True
162,3621,1704,761,2023-12-16,1,Size Issue,1143.61,True
163,3651,1718,1198,2024-09-11,1,Wrong Item,212.83,True
164,3653,1718,577,2024-09-01,5,Changed Mind,2287.22,True
165,3674,1730,1159,2023-04-05,1,Damaged in Transit,612.76,True
166,3675,1730,733,2023-04-07,1,Wrong Item,916.29,True
167,3676,1730,488,2023-04-28,1,Defective,1125.13,True
168,3677,1730,504,2023-04-19,3,Wrong Item,3150.9,False
169,3828,1798,1219,2022-02-09,2,Changed Mind,2348.49,True
170,3830,1798,553,2022-02-06,2,Size Issue,844.99,True
171,3837,1803,103,2025-05-10,5,Changed Mind,363.95,False
172,3838,1803,1158,2025-05-05,1,Changed Mind,1515.45,True
173,3839,1803,1182,2025-05-18,3,Duplicate Order,4617.02,True
174,3840,1803,33,2025-04-30,3,Defective,3531.67,True
175,3911,1842,758,2024-06-26,2,Duplicate Order,2292.97,True
176,3914,1844,53,2022-10-03,4,Changed Mind,1895.53,True
177,4000,1879,572,2023-01-03,1,Changed Mind,452.78,True
178,4002,1879,641,2023-01-07,3,Damaged in Transit,37.14,False
179,4003,1879,1073,2022-12-19,3,Size Issue,2889.68,True
180,4063,1907,1027,2023-10-09,5,Changed Mind,689.21,True
181,4064,1907,515,2023-10-19,4,Changed Mind,3904.25,True
182,4065,1908,606,2024-07-31,6,Changed Mind,10120.26,True
183,4066,1908,1144,2024-07-16,2,Changed Mind,1501.75,False
184,4067,1908,803,2024-07-25,3,Defective,1019.38,True
185,4123,1936,89,2024-05-17,1,Damaged in Transit,215.33,False
186,4130,1940,357,2024-08-05,5,Defective,6809.16,True
187,4131,1940,60,2024-08-09,3,Size Issue,5044.64,True
188,4135,1943,715,2022-04-23,3,Size Issue,2262.16,False
189,4192,1968,109,2025-01-24,1,Size Issue,702.87,True
190,4193,1968,44,2025-01-30,2,Defective,1573.73,False
191,4227,1983,568,2023-11-25,3,Duplicate Order,178.42,True
192,4228,1983,900,2023-11-21,1,Wrong Item,138.92,True
193,4230,1985,914,2023-12-19,1,Damaged in Transit,1533.71,True
194,4231,1985,408,2023-12-02,5,Changed Mind,4589.12,True
195,4232,1985,422,2023-12-08,2,Size Issue,1068.48,True
196,4233,1985,344,2023-12-15,2,Wrong Item,2683.8,True
197,4282,2010,701,2025-10-18,6,Defective,6417.78,True
198,4283,2010,180,2025-11-01,5,Not as Described,7801.24,True
199,4351,2045,120,2024-01-02,1,Defective,1555.4,True
200,4353,2045,704,2023-12-26,1,Not as Described,966.13,False
201,4440,2080,164,2024-12-08,4,Defective,6848.99,True
202,4453,2086,668,2023-09-10,4,Changed Mind,2642.27,True
203,4455,2086,725,2023-09-28,5,Not as Described,2046.05,True
204,4466,2091,349,2024-11-01,2,Defective,1695.11,True
205,4467,2091,783,2024-10-22,1,Size Issue,1037.32,False
206,4468,2091,735,2024-10-23,3,Wrong Item,2748.79,True
207,4469,2091,1181,2024-10-08,1,Defective,1209.0,True
208,4540,2122,1002,2025-11-10,1,Size Issue,1386.68,True
209,4541,2122,401,2025-10-27,4,Changed Mind,3744.17,True
210,4599,2149,514,2022-07-24,2,Damaged in Transit,172.68,True
211,4616,2159,477,2025-12-09,1,Changed Mind,1432.16,True
212,4617,2159,213,2025-12-13,2,Defective,1791.97,False
213,4638,2168,52,2025-01-24,2,Defective,2677.91,True
214,4640,2170,168,2022-09-26,4,Defective,1586.3,True
215,4696,2197,1145,2024-12-21,1,Damaged in Transit,62.65,True
216,4820,2249,359,2024-09-28,1,Damaged in Transit,486.84,True
217,4821,2249,770,2024-10-04,1,Defective,1504.51,True
218,4877,2278,39,2025-12-24,2,Wrong Item,2167.83,True
219,4878,2278,285,2026-01-11,1,Defective,464.87,False
220,4890,2283,1106,2025-10-13,1,Duplicate Order,891.74,True
221,4908,2291,47,2022-12-10,4,Changed Mind,6380.46,True
222,4909,2291,529,2022-12-03,1,Wrong Item,113.61,True
223,4913,2293,9,2022-04-10,1,Changed Mind,428.64,False
224,4937,2304,90,2024-03-31,4,Defective,5046.38,False
225,4938,2304,223,2024-03-28,1,Not as Described,1734.82,True
226,4939,2304,519,2024-04-01,2,Defective,2712.56,True
227,4951,2310,449,2024-07-12,1,Wrong Item,1038.51,True
228,4953,2311,409,2025-06-15,2,Defective,317.33,False
229,4954,2311,742,2025-07-06,1,Damaged in Transit,12.85,False
230,4965,2318,27,2024-05-18,1,Size Issue,1194.9,True
231,5000,2334,310,2024-07-24,1,Duplicate Order,1308.47,True
232,5001,2334,160,2024-07-30,1,Defective,168.41,True
233,5002,2334,1162,2024-07-23,3,Damaged in Transit,1891.98,False
234,5003,2334,850,2024-07-26,4,Size Issue,735.69,True
235,5004,2334,708,2024-08-02,1,Changed Mind,370.61,True
236,5033,2346,21,2025-12-13,4,Defective,1387.01,True
237,5092,2382,111,2025-08-05,1,Size Issue,1485.3,True
238,5093,2382,614,2025-07-28,1,Changed Mind,804.11,False
239,5143,2403,1219,2023-05-16,2,Size Issue,2363.72,True
240,5248,2452,607,2025-08-25,3,Changed Mind,1338.0,True
241,5249,2452,581,2025-08-04,5,Changed Mind,3538.71,True
242,5295,2475,1139,2025-08-19,3,Size Issue,838.76,True
243,5296,2475,717,2025-08-26,1,Wrong Item,1049.87,True
244,5311,2482,1033,2024-07-09,1,Not as Described,182.55,True
245,5346,2501,780,2023-12-22,2,Wrong Item,2051.15,False
246,5370,2510,241,2024-10-18,1,Not as Described,412.99,True
247,5371,2510,63,2024-10-27,3,Size Issue,3811.09,False
248,5388,2517,578,2024-10-24,5,Size Issue,6236.02,True
249,5389,2517,1213,2024-10-21,4,Wrong Item,966.25,False
250,5390,2517,868,2024-10-28,2,Size Issue,2466.48,True
251,5391,2517,682,2024-11-04,2,Defective,1496.17,True
252,5541,2588,142,2022-10-03,1,Size Issue,1029.71,False
253,5542,2588,374,2022-10-15,1,Changed Mind,314.78,True
254,5543,2588,1211,2022-10-06,1,Changed Mind,1272.72,True
255,5544,2588,711,2022-09-24,2,Size Issue,3215.62,True
256,5558,2594,1074,2023-09-21,4,Size Issue,365.11,True
257,5563,2599,1148,2025-12-24,3,Defective,90.71,False
258,5564,2599,80,2026-01-05,3,Changed Mind,1438.71,True
259,5578,2608,961,2023-01-07,1,Defective,1560.53,True
260,5765,2697,768,2024-09-12,1,Damaged in Transit,1133.08,True
261,5782,2706,119,2023-05-21,1,Damaged in Transit,945.32,False
262,5796,2713,1176,2022-08-23,1,Defective,1751.52,True
263,5797,2713,312,2022-08-28,1,Wrong Item,719.66,True
264,5798,2713,371,2022-09-02,1,Size Issue,895.45,True
265,5820,2723,630,2025-07-14,2,Defective,2321.8,True
266,5958,2795,1045,2023-09-05,4,Changed Mind,6521.25,True
267,5959,2795,1158,2023-09-24,1,Damaged in Transit,1555.57,False
268,6053,2836,252,2022-06-16,4,Changed Mind,6149.45,True
269,6095,2855,563,2022-04-30,1,Defective,960.11,True
270,6224,2916,892,2023-10-03,2,Damaged in Transit,2117.3,True
271,6225,2916,439,2023-09-24,4,Defective,5405.51,False
272,6226,2916,256,2023-09-29,1,Size Issue,1217.59,True
273,6244,2924,836,2025-06-20,1,Size Issue,87.33,True
274,6245,2924,712,2025-06-23,4,Size Issue,6839.55,False
275,6267,2934,4,2022-09-04,4,Not as Described,2497.83,False
276,6406,3007,1026,2024-11-28,3,Defective,3317.65,False
277,6407,3007,142,2024-11-29,2,Duplicate Order,2054.29,False
278,6433,3021,412,2023-10-27,2,Size Issue,2636.59,True
279,6456,3033,457,2025-06-18,1,Changed Mind,1350.6,True
280,6481,3048,345,2024-08-03,2,Defective,1611.98,True
281,6482,3048,312,2024-08-11,1,Defective,702.06,True
282,6483,3048,105,2024-07-30,3,Size Issue,2511.6,True
283,6563,3088,317,2025-11-16,3,Damaged in Transit,4980.47,True
284,6564,3088,1148,2025-12-10,3,Wrong Item,95.23,False
285,6598,3107,180,2024-06-27,1,Size Issue,1484.65,True
286,6600,3109,616,2025-08-07,1,Defective,481.93,True
287,6601,3109,898,2025-08-07,3,Wrong Item,2884.21,True
288,6602,3109,600,2025-08-22,2,Duplicate Order,3144.02,True
289,6672,3141,1068,2024-04-14,2,Wrong Item,2844.91,True
290,6673,3141,1094,2024-04-23,4,Size Issue,5183.22,False
291,6717,3163,273,2025-09-29,1,Duplicate Order,398.34,True
292,6771,3190,51,2025-08-07,1,Wrong Item,534.92,True
293,6791,3201,755,2024-08-09,1,Damaged in Transit,1280.08,False
294,6802,3207,114,2023-11-25,1,Defective,889.48,True
295,6803,3207,808,2023-11-23,1,Size Issue,1704.79,False
296,6808,3209,207,2024-01-20,1,Defective,542.17,True
297,6809,3209,300,2024-01-02,4,Not as Described,1979.95,True
298,6810,3209,242,2024-01-07,2,Changed Mind,1604.89,True
299,6811,3210,125,2022-09-08,3,Size Issue,2208.22,False
300,6812,3210,974,2022-09-06,2,Wrong Item,2431.02,True
301,6848,3226,480,2026-01-21,3,Changed Mind,4478.94,True
302,6869,3237,3,2023-09-09,3,Defective,1083.76,True
303,6870,3237,1094,2023-08-23,1,Changed Mind,1213.57,False
304,6871,3237,209,2023-09-09,1,Damaged in Transit,134.27,True
305,6872,3238,301,2024-11-22,1,Changed Mind,680.48,True
306,6873,3238,582,2024-12-07,2,Changed Mind,1054.55,True
307,6874,3238,1130,2024-11-30,3,Size Issue,245.66,True
308,6875,3238,604,2024-11-21,2,Changed Mind,178.91,True
309,6906,3256,295,2023-09-17,6,Defective,5173.5,True
310,6917,3260,1188,2022-02-12,6,Changed Mind,3979.51,False
311,6918,3260,565,2022-02-22,3,Wrong Item,3566.49,False
312,6920,3260,223,2022-02-26,1,Duplicate Order,1764.99,False
313,7007,3295,94,2025-11-21,1,Not as Described,812.88,True
314,7067,3327,1143,2023-01-02,2,Not as Described,738.24,True
315,7085,3336,631,2023-04-08,1,Damaged in Transit,884.45,True
316,7086,3336,157,2023-04-06,2,Changed Mind,117.94,False
317,7096,3340,951,2024-12-10,1,Defective,511.36,True
318,7157,3369,232,2023-12-19,2,Not as Described,194.37,True
319,7158,3369,830,2023-12-19,1,Defective,616.71,True
320,7159,3369,450,2023-12-02,1,Changed Mind,968.87,True
321,7246,3410,57,2022-08-15,6,Defective,4895.97,True
322,7247,3410,495,2022-08-11,4,Changed Mind,1254.29,True
323,7248,3410,1197,2022-08-26,3,Changed Mind,3882.92,True
324,7249,3410,790,2022-08-20,4,Defective,3803.35,True
325,7518,3541,47,2024-12-13,1,Defective,1600.05,True
326,7519,3541,720,2024-12-08,2,Duplicate Order,2643.15,True
327,7520,3541,315,2024-12-23,2,Wrong Item,1553.08,False
328,7584,3570,283,2022-12-14,2,Defective,588.32,True
329,7689,3619,172,2023-11-24,1,Defective,892.77,False
330,7690,3619,40,2023-11-13,1,Wrong Item,1375.77,True
331,7724,3639,702,2024-01-01,5,Size Issue,8213.52,True
332,7725,3639,786,2023-12-30,2,Defective,1707.53,False
333,7738,3646,57,2022-06-20,5,Size Issue,3961.8,False
334,7739,3646,1006,2022-07-08,3,Duplicate Order,2819.5,False
335,7740,3646,706,2022-07-06,2,Size Issue,1251.77,True
336,7741,3646,1121,2022-06-23,1,Defective,1164.85,False
337,7742,3646,283,2022-06-24,5,Changed Mind,1507.25,True
338,7756,3654,481,2023-06-11,2,Size Issue,2293.73,False
339,7757,3654,1106,2023-06-07,5,Not as Described,4469.03,True
340,7790,3667,671,2022-03-23,3,Damaged in Transit,4230.03,True
341,7797,3672,1115,2025-11-21,2,Changed Mind,1070.65,True
342,7798,3672,44,2025-11-27,3,Defective,2269.13,True
343,7839,3693,251,2025-12-02,1,Defective,65.46,False
344,7850,3699,266,2023-08-02,1,Changed Mind,434.11,True
345,7851,3699,617,2023-08-06,2,Changed Mind,3024.52,True
346,7852,3699,600,2023-08-10,4,Not as Described,6153.99,False
347,7853,3699,867,2023-08-15,4,Defective,165.85,False
348,7854,3699,555,2023-08-16,1,Changed Mind,614.67,False
349,7864,3706,33,2023-12-08,2,Changed Mind,2129.8,False
350,7884,3715,324,2025-04-04,3,Wrong Item,1158.51,True
351,7885,3715,413,2025-03-18,1,Defective,946.93,True
352,7893,3720,137,2024-10-03,5,Damaged in Transit,7024.84,True
353,7894,3720,633,2024-10-02,2,Changed Mind,2601.59,True
354,7895,3720,421,2024-09-27,1,Changed Mind,741.16,True
355,7911,3726,99,2024-07-04,2,Not as Described,2396.23,True
356,7912,3726,1163,2024-07-06,3,Damaged in Transit,959.26,False
357,7913,3726,350,2024-07-11,3,Changed Mind,3752.09,False
358,7914,3726,1026,2024-06-22,2,Changed Mind,2188.16,True
359,8004,3760,255,2024-10-26,1,Changed Mind,1282.01,False
360,8005,3760,865,2024-10-28,1,Wrong Item,320.46,False
361,8007,3760,868,2024-11-09,2,Changed Mind,2606.03,True
362,8017,3767,535,2024-04-21,1,Size Issue,70.6,False
363,8018,3767,1036,2024-04-19,3,Duplicate Order,4251.64,False
364,8021,3770,1169,2022-11-26,3,Changed Mind,2569.45,True
365,8022,3771,309,2024-11-07,4,Changed Mind,4029.48,True
366,8023,3771,173,2024-10-20,1,Size Issue,887.36,True
367,8033,3776,914,2022-04-25,1,Damaged in Transit,1506.6,True
368,8034,3776,961,2022-05-03,3,Defective,4515.85,False
369,8035,3776,207,2022-04-28,6,Wrong Item,3450.79,True
370,8036,3776,155,2022-05-14,5,Duplicate Order,6029.59,True
371,8068,3792,525,2024-07-25,2,Wrong Item,729.38,True
372,8164,3837,401,2023-12-10,2,Changed Mind,2031.85,True
373,8165,3837,455,2023-12-22,2,Defective,2692.32,False
374,8176,3844,695,2026-01-12,1,Changed Mind,1449.14,False
375,8177,3844,1074,2025-12-24,2,Changed Mind,182.66,False
376,8188,3849,249,2024-03-13,2,Wrong Item,1156.04,True
377,8228,3868,439,2024-11-16,1,Changed Mind,1384.96,True
378,8299,3902,136,2023-09-27,3,Size Issue,5284.49,False
379,8325,3913,879,2022-09-23,1,Changed Mind,19.0,False
380,8326,3913,249,2022-09-14,4,Defective,2327.11,True
381,8342,3921,287,2025-10-06,3,Damaged in Transit,1221.64,True
382,8392,3945,1094,2024-12-22,2,Size Issue,2404.99,True
383,8540,4020,898,2024-01-06,1,Size Issue,937.84,True
384,8541,4020,162,2024-01-05,5,Defective,7069.04,True
385,8542,4020,185,2023-12-26,2,Wrong Item,105.46,True
386,8576,4036,80,2024-07-07,1,Not as Described,462.83,False
387,8577,4036,1126,2024-07-15,1,Changed Mind,873.99,True
388,8590,4042,650,2022-05-18,2,Defective,76.68,False
389,8614,4056,98,2025-10-09,4,Not as Described,4261.54,True
390,8667,4083,514,2023-06-23,6,Changed Mind,510.78,False
391,8698,4097,106,2022-09-22,4,Defective,2207.53,True
392,8706,4101,691,2022-09-10,3,Damaged in Transit,1000.88,True
393,8707,4101,473,2022-09-14,3,Changed Mind,4629.43,True
394,8708,4101,99,2022-09-19,1,Damaged in Transit,1152.04,True
395,8709,4101,375,2022-09-14,1,Changed Mind,369.04,False
396,8710,4101,507,2022-09-18,4,Size Issue,850.03,True
397,8741,4113,432,2024-06-08,1,Not as Described,198.67,False
398,8752,4118,229,2024-08-15,4,Defective,6475.81,True
399,8803,4142,747,2023-09-28,1,Changed Mind,352.44,True
400,8804,4142,554,2023-09-23,4,Changed Mind,5037.77,True
401,8805,4142,386,2023-10-16,1,Wrong Item,864.42,True
402,8899,4175,451,2024-05-22,5,Defective,1565.25,True
403,8900,4175,1145,2024-05-29,5,Wrong Item,326.27,True
404,8972,4211,1030,2026-01-21,3,Duplicate Order,4832.09,False
405,8973,4211,757,2025-12-31,2,Not as Described,3122.75,True
406,8974,4211,1125,2025-12-28,1,Wrong Item,342.14,True
407,8975,4211,154,2026-01-09,1,Size Issue,212.34,True
408,8997,4221,730,2024-08-01,1,Size Issue,1426.69,False
409,8998,4221,314,2024-08-08,1,Defective,955.02,False
410,8999,4221,725,2024-07-20,1,Defective,437.24,False
411,9000,4222,401,2025-06-30,4,Size Issue,4049.74,True
412,9001,4222,17,2025-07-15,3,Changed Mind,942.63,True
413,9084,4261,929,2023-12-27,2,Wrong Item,571.11,False
414,9093,4266,1132,2023-09-22,4,Not as Described,4142.41,True
415,9094,4266,431,2023-10-12,1,Defective,1392.07,True
416,9137,4282,904,2025-08-04,2,Wrong Item,2738.24,False
417,9231,4330,463,2025-04-14,2,Wrong Item,1552.63,False
418,9232,4330,1136,2025-04-13,1,Size Issue,752.17,True
419,9294,4359,939,2024-11-20,3,Defective,4420.14,True
420,9310,4370,319,2025-07-25,1,Defective,499.0,True
421,9311,4370,401,2025-07-17,3,Wrong Item,2825.26,True
422,9331,4380,796,2024-08-01,1,Wrong Item,1363.55,True
423,9332,4380,294,2024-07-27,4,Defective,3321.65,False
424,9333,4380,332,2024-07-27,5,Changed Mind,2439.98,True
425,9334,4380,568,2024-08-06,3,Changed Mind,177.38,True
426,9357,4389,1170,2025-06-25,2,Not as Described,1037.08,True
427,9358,4389,527,2025-07-01,5,Size Issue,3452.06,True
428,9386,4403,273,2022-11-11,3,Wrong Item,1221.33,False
429,9402,4410,1139,2025-12-23,2,Changed Mind,520.2,False
430,9403,4410,1171,2025-12-08,4,Changed Mind,1495.55,False
431,9404,4410,296,2025-12-16,4,Not as Described,1979.1,True
432,9494,4458,572,2024-07-07,5,Wrong Item,2164.94,True
433,9495,4458,498,2024-06-29,2,Changed Mind,2893.67,False
434,9555,4490,566,2022-11-08,1,Changed Mind,1332.13,False
435,9562,4493,495,2023-11-22,4,Changed Mind,1311.07,True
436,9563,4493,983,2023-11-27,2,Changed Mind,2058.74,True
